Clay-Paky - A.Leda B-eye K20;10403;;;;;
Clay-Paky - Mythos;160;;;;;
Coffret 32 A tétra 6 PC16;65;;;;;
Coffret 32A Tetra vers 6x PC16;45;;;;;
Coffret 63A Tetra vers PC16 - P17 32A Tetra;65;;;;;
Collant tapis de danse 50mm x 33m Blanc;8;;;;;
Collant tapis de danse AT05 / AT5 - 50 mm x 33 m - Noir - ADVANCE;3.19;;;;;
Collier + anneau de levage alu pour tube 48 à 51 mm, C.M.U. 187kg;14.65;;;;;
Collier 90 fixe pour tube 50mm;5;;;;;
Collier DOUGHTY Slimline Quick Trigger Hook Clamp pour tube 38 à 51mm;44.78;;;;;
Commande DMX 6 voies;10;;;;;
Commutateur à clé;30.2;;;;;
Compact Stagebox 32 mic/8 analog out + 8 aes out - Cat5;2687.16;;;;;
Conception générale 1 journée;400;;;;;
Confection sur mesure embase XLR 5 sur boitier mural;80;;;;;
Connecteur DMX 3 pts;3.5;;;;;
Connecteur RCA;1.83;;;;;
Connecteur XLR 3 points femelle;2.97;;;;;
Connecteur XLR 3 points mâle;2.55;;;;;
Console - Soundcraft Si Expression 1 + stage 16/8 + RJ45 50m;120;;;;;
Console 24 voix lumière;30;;;;;
Console 6 voix lumière;20;;;;;
Console : Soundcraft Si Expression 1 + Stagebox 32/16;140;;;;;
Console : Soundcraft Vi1 + Stagebox 32/16;400;;;;;
Console Allen \& Heath GL4000;480;;;;;
Console Allen \& Heath ML4000;200;;;;;
Console Avolites Quartz;200;;;;;
Console Avolites Sapphire 2000;150;;;;;
Console Lumière - Avolites Titan One;80;;;;;
Console Lumière Avolites (Sapphire 2000 ou Quartz) pour projecteurs asservis et traditionnels, 2 univers minimum;200;;;;;
Console Lumière Avolites - Quartz;8700;;;;;
Console Lumière Avolites Quartz;140;;;;;
Console Lumière Avolites Titan One;30;;;;;
Console Lumière automatique;100;;;;;
Console Mackie 1204-VLZ PRO;30;;;;;
Console Midas M32R + DL32 + RJ45 10m;180;;;;;
Console Retour : Soundcraft Vi1;300;;;;;
Console Son Soundcraft SiExpression 1 16in/16out + stagebox 16/8;120;;;;;
Console Son Soundcraft SiExpression 1 16in/16out;75;;;;;
Console Son Soundcraft SiExpression 1;80;;;;;
Console Soundcraft EFX8;30;;;;;
Console Soundcraft Si Expression 1 16in/16out;80;;;;;
Console Soundcraft SiExpression 16;120;;;;;
Console Soundcraft VI1 avec stage Box 32;250;;;;;
Console Soundcraft Vi 1;300;;;;;
Console Soundcraft Vi1 + Stagebox 32/8/8;400;;;;;
Console Traditionnelle;30;;;;;
Console Yamaha PM5D-RH;480;;;;;
Console analogique 8 piste : Soundcraft EFX;20;;;;;
Console automatiques Avolites Quartz;200;;;;;
Console de mixage 8 pistes Soundcraft EFX8;30;;;;;
Console de mixagge numérique Soundcraft Vi7000 + Stage box 64/32 + fibre optique 100m;1050;;;;;
Console lumière - Avab Presto;120;;;;;
Console lumière : Avolites Quartz (4 univers);200;;;;;
Console lumière : Avolites Quartz;200;;;;;
Console lumière : MA LightCommander II 24/6;75;;;;;
Console lumière Avolites Quartz;200;;;;;
Console lumière LightCommander 24/6;70;;;;;
Console lumière MA Lighting LightCommander;75;;;;;
Console mixage 8 entrées / 4 sorties;30;;;;;
Console numérique 01V96;60;;;;;
Console numérique Soundcraft Si Expression 1 + stagebox 16/8;120;;;;;
Console numérique Soundcraft SiExpression 1 (16in/16out), jusqu'à 66 canaux de mixage via stagebox numérique;2290;;;;;
Console numérique Yamaha 01V96;60;;;;;
Console son : Mackie 1202-VLZ Pro;15;;;;;
Console son : VLZ 1202;20;;;;;
Console son : Yamaha 02r96;140;;;;;
Console son Mackie 1202 VLZ Pro;15;;;;;
Console son Mackie Mix8 (2 mic in / 2 stéréo in / stéréo out ou équivalent;20;;;;;
Console son SoundCraft Vi1 + Stagebox 32/16;400;;;;;
Console son Soundcraft EFX 8;30;;;;;
Console son Soundcraft EFX8;20;;;;;
Console son Soundcraft Si Expression 16;75;;;;;
Console son Soundcraft Si-expression 1;80;;;;;
Console son Soundcraft Vi1 + Stagebox 32/16;400;;;;;
Console son Soundcraft Vi1;300;;;;;
Console son VLZ 1202;20;;;;;
Console son Yamaha 01V;40;;;;;
Console son Yamaha 01v96;50;;;;;
Console son analogique Soundcraft EFX8;30;;;;;
Console son numérique Soundcraft Si Expression 1 - 16in/16out;80;;;;;
Console soundcraft EFX8 - 6in/2out;35;;;;;
Consommable (barnier, gaffer, piles);20;;;;;
Consommable (barnier, gaffer, piles;20;;;;;
Consommable (barnier, gaffer, sel à fumée, piles;20;;;;;
Consommable (barnier, gaffer, sel à fumée, wrap gaffer, piles;110;;;;;
Consommable (barnier, piles, gaffer, etc...);50;;;;;
Consommable;30;;;;;
Consommables;10;;;;;
Contacteur 20A;54.1;;;;;
Controleur DMX 24 canaux 1u sur mesure;500;;;;;
Controleur DMX Avolites Titan One (nécessite un PC);1;;;;;
Controleur Pulsar Chromazone CZ12-200;792;;;;;
Controleur amplifié L-ACOUSTICS LA4X, 4 In - 4 Out;75;;;;;
Contrôleur DMX 24 canaux - Starway CLI 24;25;;;;;
Converter 4K-SDI2HDMI;235;;;;;
Convertisseur 1x HDMI vers 4x RJ45 - Kramer - VM-1H4C;1200;;;;;
Convertisseur 1x RJ45 vers 1x HDMI - Kramer - PT572;183.3;;;;;
Convertisseur CV->SDI;25;;;;;
Convertisseur DVI/HDMI vers SDI Blackmagic;355;;;;;
Convertisseur HDMI vers RJ45 mural - Kramer WP571;183.3;;;;;
Convertisseur HDMI vers RJ45;180;;;;;
Convertisseur HDMI vers SDI Blackmagic;250;;;;;
Convertisseur HDMI vers SDI;35;;;;;
Convertisseur HDMI/SDI;35;;;;;
Convertisseur RJ45 vers HDMI - Kramer PT572;183.3;;;;;
Convertisseur RJ45 vers HDMI;180;;;;;
Convertisseur SDI HDMI;235;;;;;
Convertisseur SDI vers HDMI Blackmagic;250;;;;;
Convertisseur SDI vers HDMI;235;;;;;
Convertisseur SDI->HDMI;25;;;;;
Convertisseur SDI-HDMI;15;;;;;
Convertisseur SDI/HDMI;35;;;;;
Convertisseur Vidéo HDMI Full HD over Ethernet;135;;;;;
Convertisseur mural 1x HDMI vers 1x RJ45 - Kramer - WP571;183.3;;;;;
Cordon Ethernet CAT. 6 - RJ45/RJ45 - Couleur NOIR - Long. 30m - S/FTP;42.24;;;;;
Cordon HDMI High-Speed avec Ethernet 1.4a SOMMER - Noir - Long. : 1m;7.83;;;;;
Cordon HDMI High-Speed avec Ethernet 1.4a SOMMER - Noir - Long. : 5m;17.57;;;;;
Cordon alimentation PixelBrick 0.2m;8;;;;;
Cordon alimentation PixelBrick 5m;10;;;;;
Cordon surmoulé 3G1.5 HO7 RN-F - 10 mètres (fiches NF 10-16A 2P+T);15.38;;;;;
Cordon surmoulé 3G1.5 HO7 RN-F - 3 mètres (fiches NF 10-16A 2P+T);6.57;;;;;
Cordon surmoulé 3G1.5 HO7 RN-F - 5 mètres (fiches NF 10-16A 2P+T);9.9;;;;;
Cordon télécommande DMX 512 sur XLR 5 Neutrik – 5m;53.53;;;;;
Coton gratté M1 140 g/m2 coloris noir : 10m x 2,60 m;49.83;;;;;
Coton gratté M1 140 g/m2 coloris noir N106 - Rouleau de 20 x 2,60 m;101.99;;;;;
Coton gratté double-faces M1 160 g/m2 coloris noir N106;216.6;;;;;
Coton gratté noir 20m x 2.6m;125;;;;;
Coton gratté noir M1 4m x 2m;15;;;;;
Coton gratté noir M1 6m x 2m;20;;;;;
Coton lourd M1 Borgnolle 320g/m2 noir - sachet de 20 x 3 m;206.85;;;;;
Coupleur RJ45 cat6;12.2;;;;;
Coupole pour projecteur lumière;2;;;;;
Crochet Manfrotto;20;;;;;
Crochet noir pour tube 35-50 mm avec contreplaque;14.33;;;;;
Crochet noir pour tube 35-50mm avec contreplaque et coupelle ASD;17.68;;;;;
Crochet noir;15.9;;;;;
Crochet projecteurs - 876;15.11;;;;;
Crochet à contreplaque noir pour tube 35-50mm;4.94;;;;;
Crochet;28;;;;;
Cycliode;8;;;;;
Cyclone;9;;;;;
Câblage divers pour connecter les 2 amplis audio récupérés;50;;;;;
Câble - RJ45 Cat5e - 5m;38.66;;;;;
"Câble 1 paire 110 ohms DMX - XLR 3 pts - XLR 3 pts 3m - Câble Klotz - Connecteur Neutrik - Bague orange - Marquage ""Th95"" sous gaine thermo sur prise mâle";17.7;;;;;
"Câble 1 paire 110 ohms DMX - XLR 3 pts Mâle - XLR 5 pts Femmelle 0.3m - Câble Klotz - Connecteur Neutrik - Marquage ""Th95"" sous gaine thermo sur prise mâle";17;;;;;
"Câble 1 paire 110 ohms DMX - XLR 5 pts Mâle - XLR 3 pts Femmelle 0.3m - Câble Klotz - Connecteur Neutrik - Marquage ""Th95"" sous gaine thermo sur prise mâle";17;;;;;
"Câble 1 paire Jack TRS-XLR mâle 2m - Câble Klotz - Connecteur Neutrik - Bague Rouge - Marquage ""Th95"" sous gaine thermo sur prise mâle";16.8;;;;;
"Câble 1 paire XLR-XLR 10m - Câble Klotz - Connecteur Neutrik - Bague Marron - Marquage ""Th95"" sous gaine thermo sur prise mâle";24;;;;;
"Câble 1 paire XLR-XLR 1m - Câble Klotz - Connecteur Neutrik - Marquage ""Th95"" sous gaine thermo sur prise mâle";15.9;;;;;
"Câble 1 paire XLR-XLR 3m - Câble Klotz - Connecteur Neutrik - Bague orange - Marquage ""Th95"" sous gaine thermo sur prise mâle";17.7;;;;;
"Câble 1 paire XLR-XLR 5m - Câble Klotz - Connecteur Neutrik - Bague vert - Marquage ""Th95"" sous gaine thermo sur prise mâle";19.5;;;;;
Câble 16A 20m;47.39;;;;;
Câble 16A 25m;59.24;;;;;
Câble 2 paires Jack TRS-Jack TRS 2m - Câble Klotz - Connecteur Neutrik;33.6;;;;;
Câble 2 paires Jack TRS-Jack TRS 3m - Câble Klotz - Connecteur Neutrik;35.4;;;;;
Câble 4 paires Jack TRS-Jack TRS 3m - Câble Klotz - Connecteur Neutrik;70.8;;;;;
Câble 5G6 (32A Tetra) - 30m;20;;;;;
Câble 5G6 32A - 20m;10;;;;;
Câble DMX 20m 5pts;5;;;;;
Câble DMX 5m - 3pts;28.79;;;;;
Câble HDMI - 2m;1.5;;;;;
Câble HDMI 10m;15;;;;;
Câble HDMI 1m;7.73;;;;;
Câble HDMI 5m;10;;;;;
Câble HP 20m;0;;;;;
Câble Haut-Parleur 2x1,5mm2 (1m);0.9;;;;;
Câble Jack 6m;1;;;;;
Câble P17 32 Tetra 5G6 20m;10;;;;;
Câble P17-32A Tétra 50m;30;;;;;
Câble PC16 3G2.5 10m;2;;;;;
Câble PC16 3G2.5 20m;4;;;;;
Câble RJ45 - 50m;40;;;;;
Câble SDI 10m;5;;;;;
Câble SDI 30m;10;;;;;
Câble SDI 50m;10;;;;;
Câble VGA 20m;10;;;;;
Câble alimentation - 5G6 - 50m;30;;;;;
Câble audio 4 RCA - 4 Jack (3m);60;;;;;
Câble audio 8 paires 5m Jack stéréo - XLR femelle;120;;;;;
Câble audio 8 paires 5m Jack stéréo - XLR mâle;120;;;;;
Câble audio 8 paires Jack stéréo - XLR femelle (5m);120;;;;;
Câble audio 8 paires Jack stéréo - XLR mâle (5m);120;;;;;
Câble audio mono XLR mâle - XLR femelle (30m);30;;;;;
Câble coaxiale 20m, 50 ohms;30;;;;;
Câble d'alimentation sur mesure (Munich, Allemagne);300;;;;;
Câble d'alimentation sur mesure (japon);300;;;;;
Câble d'alimentation sur mesure : alimentation 1x 32A 2P+T;280;;;;;
Câble d'alimentation sur mesure : alimentation 2x 32A 2P+T;340;;;;;
Câble d'alimentation sur mesure;300;;;;;
Câble micro noir souple Draka - 110 ohm - 100m;67.94;;;;;
Câble mini-jack -> 2x XLR;5;;;;;
Câble prolongateur 3G2.5 16A Powercon 5m;36.17;;;;;
Câble speakon 2pts 10m;43;;;;;
Câble speakon 4pts 1m;12;;;;;
Câble speakon 4pts 20m;78;;;;;
Câble électrique 3G0.75 100m;0.4;;;;;
Câble électrique 3G1.5 300m;0.7;;;;;
Câbles haut-parleur 2 points 2x2.5mm2;0.89;;;;;
Câbles micro;20;;;;;
DAP Audio Paladium 2000;350;;;;;
DBX 1231 - Egaliseur graphique stéréo 1/3 d'octave (2 x 31 bandes);349;;;;;
DENON - Mixeur rackable 6 entrées MIC/LINE 3 entrées ST 1U;148.36;;;;;
DEXLAN	Armoire 6u à clé;248.7;;;;;
DI BSS AR133;8;;;;;
DIS/P1732T/A/STD - Coffret tétra 32A équipé de 3 socles P17 32A mono;149.35;;;;;
DJ - Animateur - 4h;300;;;;;
DMX 15m;3;;;;;
DMX 3m;0.2;;;;;
DMX 50m;0;;;;;
DMX 5m;0.2;;;;;
DMX5/STD/3	Cable DMX standard avec connecteurs XLR 5 longueur 3 m;10.97;;;;;
DMXRAD/PRO - Emetteur/récepteur WDMX professionnel;211.11;;;;;
DMXUSB/PRO	Interface pro USB/DMX Enttec 1 entrée et 1 sortie DMX sur XLR 5;121.88;;;;;
DPA - 4060B;35;;;;;
DPA - 4066 Microphone omnidirectionnel - serre-tête;45;;;;;
DPA - 4066 micro serre-tête omni beige;536.75;;;;;
DPA - 4066 microphone omnidirectionnel headset;35;;;;;
DPA - 4088-F - Micro voix serre-tête cardioide;45;;;;;
DPA - 4099 + pince contre-basse;35;;;;;
DPA - Adaptateur DPA microdot vers mini XLR TA4F Shure;75.08;;;;;
DPA - DAD6001 - Adaptateur DPA Shure;20;;;;;
DPA - Kit micro stéréo DPA 4099 pour piano;80;;;;;
DPA 4060 + pince + adapteur bodypack;415.03;;;;;
DPA 4060 noir - micro miniature omni noir;319.49;;;;;
DPA 4060;40;;;;;
DPA 4061 noir - micro miniature omni noir;30;;;;;
DPA 4066 - Micro serre-tête omnidirectionel avec connectique Shure;60;;;;;
DPA 4066 chair;45;;;;;
DPA 4099 + pince violon;50;;;;;
DPA Dfine 88 (capsule cardioïde) + accessoire;40;;;;;
DRISSE/8P100N - Drisse polyester préétirée noire 8 mm x 100 m (+/-5 en longueur);116.5785;;;;;
DRIVERACK/PA2 - Processeur numérique de diffusion 2 entrées/6 sorties DBX;346.63;;;;;
DVI Extender;295;;;;;
DVI-Extender;295;;;;;
D\&B - Audiotechnik - Amplificateur D12 - 2 x 1200W;65;;;;;
D\&B - Audiotechnik - Enceinte Point source Q7;65;;;;;
D\&B - Audiotechnik - Sub-bass Qsub;55;;;;;
D\&B - Système complet 2xQ10, 2xQSub, 2xD12, câblage;300;;;;;
Dalle Pulsar Chromapanel 600x600 RGB;660;;;;;
Db Technologie - Enceinte sur batterie 190W + micro casque;60;;;;;
Decamètre 10m - DECAMETRE/PIED;46.93;;;;;
Demi-noyeu conique acier pour connexion d'embase sur SZ290;10;;;;;
Diagnostic panne sur gradateur. Problème : clignotement;40;;;;;
Diffuseur Rosco;3;;;;;
Diffusion Nexo Alpha E;660;;;;;
Diffusion façade (2x Nexo PS15, 2x Nexo B118, amplification);250;;;;;
Diffusion façade : Système Nexo PS15 x 2 + amplification stéréo;100;;;;;
Diffusion façade Système JBL SRX712x2 + JBL SRX718x2 + amplification stéréo + cables;240;;;;;
Diffusion façade Système JBL SRX712x2 + JBL SRX718x2 + amplification stéréo;120;;;;;
Diffusion façade Système Nexo PS15 x 2 + amplification stéréo;100;;;;;
Diffusion retour Système Nexo PS8 x 2 + amplification stéréo;80;;;;;
Diffusion salle A01 : Nexo PS8 x2;80;;;;;
Diffusion son Amphi : Système Nexo PS8 x 2 + amplification stéréo;80;;;;;
Différentiel 32A Tetra in/out;40;;;;;
Dimanche / démontage : Technicien - 1 journée;350;;;;;
Dimanche 14/11 - Renfort montage / démontage - 8 heures;320;;;;;
Dimanche 14/11 - Technicien chef;500;;;;;
Dimanche 14/11 - Technicien;430;;;;;
Dimanche 31 mai 2015 - 3 services;300;;;;;
Dimmer solo 3kW DMX;20;;;;;
Dimmers;20;;;;;
Disque dur SSD 120Go;79;;;;;
Disque dur externe SSD Samsung T5 - 1TB;154.41;;;;;
Distributeur - VM-4HXL;328;;;;;
Distributeur 1x HDMI in vers 2x HDMI out, 2x RJ45 out - Kramer VM-114H2C;780;;;;;
"Distributeur Courant Rack 19""";50;;;;;
Distributeur HDMI 1:4 (HDCP) - VM-4HXL;328;;;;;
Distributeur HDMI 1E/2S;340;;;;;
Distribution électrique;20;;;;;
Diver connecteurs (patch);100;;;;;
Divers : goulotte + fixation mur;50;;;;;
Divers;75;;;;;
DnB -  Kit façade : Q10(x2) + QSub(x2) + amplification;300;;;;;
DnB - Amplificateur P1200;50;;;;;
DnB - Q10(x2) + QSub(x2) + amplification;300;;;;;
DnB - Retour de scène D\&B MAX15;45;;;;;
DnB - Systeme 2xQ10, 2xQsub, 2x D12 + accessoires;300;;;;;
Dongle USB 1 univers DMX;30;;;;;
Double collier pour tube angle droit;5;;;;;
Doublette PC16;16.91;;;;;
Doublettes FICHE/FDC;12.59;;;;;
Drapeaux 120/40;15;;;;;
Drapeaux 60/60;15;;;;;
Drisse noir 8mm x 50m;40;;;;;
Drisse noire 4mm x 100m;12.35;;;;;
Découpe 1kw + gobo 'ENSEA' + pieds;30;;;;;
Découpe 1kw + pieds;30;;;;;
Découpe 1kw sur pieds;25;;;;;
Découpe 1kw;15;;;;;
Découpe 2kw + pieds;30;;;;;
Découpe 613SX/B;784.99;;;;;
Découpe 613Sx;15;;;;;
Découpe 614 + iris;17;;;;;
Découpe 614;20;;;;;
Découpe 713 Sx;30;;;;;
Découpe 714 + porte gobo;26;;;;;
Découpe 714;30;;;;;
Découpe ADB 1kW + pieds;30;;;;;
Découpe ADB 2kW 714 + pieds;30;;;;;
Découpe ADB 2kW 714;15;;;;;
Découpe Robert Julia 1kW + pieds;25;;;;;
Découpe Robert Julia 613SX;15;;;;;
Découpe Robert Julia 713SX;30;;;;;
Découpe Robert Julia 714SX;30;;;;;
Découpe Robert Juliat 613Sx;15;;;;;
Défraiement régie Paris - AR;100;;;;;
Démontage dimanche 27 novembre 2016 - 20h00-21h00;50;;;;;
Déplacement Montreuil - 14m3;100;;;;;
Déplacement camion 14m3;160;;;;;
Déplacement sur Saint Denis;30;;;;;
Déports de 1m;7;;;;;
Dérouleuse;65;;;;;
EH505 - Vidéoprojecteur OPTOMA Mono-DLP 5000 lumens - 10 000:1 WUXGA FULL HD;3810.51;;;;;
ELECTRO-CONCEPT - Scan Led 30W - DMX HF;30;;;;;
ELINGUE/360N	Elingue de sécurité noire - 3 mm - longueur 60 cm petites boucles;2.48;;;;;
EM100G4 - Récepteur fixe HF G4 série 100;332.49;;;;;
ETC - Colorsource 40;2623.69;;;;;
ETC Power Supply ColorSource 20/40;98;;;;;
EV EKX-15;733;;;;;
EV EKX-18S;833;;;;;
"EV ELX 112P - Enceinte 12"" amplifiée";730;;;;;
EW112G3 - Système UHF EM100G3 + SK100G3 + ME2 SENNHEISER (cravate);491.18;;;;;
Echelle 3 pans;20;;;;;
Eclairage Face/douche - 4x PC/Fresnel 1kw + gradateur solo 2kw + gélatine;60;;;;;
"Eclairage LED ""Coupolle"" - Starcolor 240w";20;;;;;
"Eclairage LED ""coupolle"" - Starcolor 240w";20;;;;;
"Eclairage LED ""coupolle"" 2 - Par LED 180w RGBW";25;;;;;
Eclairage LED - Par LED 180w RGBW;25;;;;;
Eclairage LED - Starcolor 240w;20;;;;;
Eclairage LED Architectural Eglise - Starcolor 240w;20;;;;;
Eclairage LED Orgue - Starcolor 240w;20;;;;;
Eclairage LED étanche Wash 50 degrés- Starcolor 240W;30;;;;;
Eclairage arbre/ciel extérieur : Starway servobeam 5r;60;;;;;
Eclairage douche - 4x horiziodes + gradateur solo 2kw + pieds + gélatiné;80;;;;;
Eclairage face - 2x PC/Fresnel 1kw + gradateur solo 2kw + pieds + gélatine;40;;;;;
Eclairage face - PC 1kw + gradateur solo 2kw + gélatine;20;;;;;
Eclairage mairie - Octobre rose 2020;1000;;;;;
Eclairage mairie - Octobre rose 2021;1000;;;;;
Eclairage mairie - Septembre impressionniste 2021;1000;;;;;
Eclairage mairie Auvers sur Oise - Septembre impressionniste 2021;800;;;;;
Eclairage mairie Pointoise - Septembre impressionniste 2021;1000;;;;;
Eclairage mairie l'Isle-Adam - Septembre impressionniste 2021;1000;;;;;
Eclairage plafond (escalier) : Starway servobeam 5r;60;;;;;
Eclairage rideau : Par LED RGB-UV-A 70W;15;;;;;
Ecler PAM 2600;500;;;;;
"Ecran 32"" sur totem";100;;;;;
Ecran 42 pouces mur d'image;120;;;;;
Ecran 42 sur totem;120;;;;;
Ecran 4m x 3m;110;;;;;
"Ecran JVC 22""";160;;;;;
Ecran LCD Led HDR Smart TV SONY XF70 65''/164cm Ultra 1080p 4K;1090;;;;;
"Ecran LG 32""";400;;;;;
Ecran LH40MRP;150;;;;;
Ecran Led 65 pouces Samsung;1400;;;;;
Ecran Led 65 pouces;1400;;;;;
"Ecran NEC 42"" E424";606.19;;;;;
"Ecran NEC 58""";1683.59;;;;;
Ecran ORAY Orion Pro carter motorisé 16/10 - Blanc Mat - 350 x 219 cm;1215.42;;;;;
Ecran ORAY Orion Pro carter motorisé 16/10 - Blanc Mat - 400x250 cm;1630;;;;;
Ecran ORAY Orion Pro carter motorisé 16/10 - Blanc Mat - 500x312.5 cm;2460;;;;;
"Ecran Video 32""";125;;;;;
"Ecran de controle 17"" HD SDI Blackmagic";750;;;;;
Ecran de projection 16/9 - 4.27m x 2.40m - projection face;250;;;;;
Ecran de projection 16/9 - 4.27m x 2.40m - toile projection arrière;250;;;;;
Ecran de projection 16/9 - Taille image utile L 4250 x H 2490 mm;120;;;;;
Ecran de projection 16/9, image 427cm x 240cm;200;;;;;
Ecran de projection 2m x 1,5m;65;;;;;
Ecran de projection 2m x 3m;80;;;;;
Ecran de projection 3mx2m;60;;;;;
Ecran de projection 4m x 3m;100;;;;;
Ecran de projection sur pieds 4,27m x 2,40m (transport, montage, démontage compris;600;;;;;
Ecran de projection électrique 4,50m x 2,50m - 16/9;3500;;;;;
Ecran de projection électrique encastrable 3,20 x 1,80m, format 16:9 avec interrupteur mural et télécommande IR;1079;;;;;
Ecran intéractif tactile sur pied à roulette 84 pouces - Sortie VGA pour interaction sur l'écran à partir de tablettes, ipad ou smartphones - Easypitch 84 4k;13500;;;;;
"Ecran monitoring 3u, 2x7"" HDMI";800;;;;;
Ecran supplémentaire tactile;80;;;;;
Effet lumière : Martin Pro400;25;;;;;
Egaliseur 2x31 bandes;32;;;;;
Elingue acier 4mm - CMU 180Kg 1m noire;10.3;;;;;
Elingue acier 4mm - CMU 180Kg 2m noire;11.23;;;;;
Elingue acier 4mm - CMU 180Kg 4m noire;13.06;;;;;
Elingue de sécurité alu 3mm 60cm CMU 90kg grande boucle;2.29;;;;;
Elingue de sécurité projecteur gainée noire 3mm - 60cm petite boucle;4.12;;;;;
Elingue de sécurité;6.04;;;;;
Elingue;0;;;;;
Elingues 1m - CMU 1T;20.91;;;;;
Elinques 1m - CMU 400kg;14.22;;;;;
Elinques 3m - CMU 1T;28.91;;;;;
Embase 32A mono + Disjoncteur;100;;;;;
Embase BNC/BNC Neutrik 75 ohms femelle isolée série D noire;7.97;;;;;
Embase XLR 5 points femelle série D noire NEUTRIK série XX;12.23;;;;;
Embase lourde 60kg - compatible X30D - X30V, noir;30;;;;;
Embase lourde X30V;15;;;;;
Embase lourde noire 60kg diamètre 80cm pour structures ASD;500;;;;;
Embase sol projecteur;2.5;;;;;
Embase série D HDMI;12.3;;;;;
Embase série D RCA;4.62;;;;;
Embase série D VGA;23.34;;;;;
Embase;5;;;;;
Emetteur Ear monitor SR300 G3;549.17;;;;;
Emetteur Wifi pour télécommande à distance source vidéo;39.9;;;;;
"Emetteur main EW100 G3 - bande G - SKM100/835
";;;;;;
Emetteur main Shure Beta87x2 + recepteur UR4D+;180;;;;;
Emetteur main UHF SHURE UR2 -(L3E 638-698MHZ) - sans capsule;35;;;;;
Emetteur main UHF SHURE UR2;30;;;;;
Emetteur poche UHF SHURE UR1;30;;;;;
Emetteur-recepteur HDMI sur RJ45;50;;;;;
Enceinte 12” Electrovoice - EKX-12;670.84;;;;;
Enceinte ElectroVoice S40W;80;;;;;
Enceinte Façade Nexo PS15;32;;;;;
Enceinte JBL SR712m;30;;;;;
Enceinte Nexo GeoS12-10;2290;;;;;
Enceinte Nexo GeoS12-30;2290;;;;;
Enceinte Nexo PS10;1443;;;;;
Enceinte Nexo PS15 sur pieds (extérieur);32;;;;;
Enceinte Nexo PS15;32;;;;;
Enceinte Nexo PS8 + pieds;25;;;;;
Enceinte Nexo PS8 sur pieds (intérieur);25;;;;;
Enceinte Nexo PS8;25;;;;;
Enceinte Nexo RS18;4312;;;;;
Enceinte Retour DJ : Nexo PC115;15;;;;;
Enceinte Retour Nexo PS8;25;;;;;
Enceinte Tête façade : Nexo PS15;32;;;;;
Enceinte amplifié QSC K12;40;;;;;
Enceinte carrière : Nexo PS15 sur pieds;32;;;;;
Enceinte façade : Nexo PS15 sur pieds;32;;;;;
Enceinte façade Nexo PS15 + pieds;32;;;;;
Enceinte mobile Mipro 200w ou équivalent (sur batterie);40;;;;;
Enceinte passive 2 voies L.ACOUSTICS X12;30;;;;;
Enceinte public : Nexo PS8 sur pieds;25;;;;;
Enceinte retour : Nexo PS10;27;;;;;
Enceinte retour : Nexo PS8;25;;;;;
Enceinte retour JBL Srx712 x2 + amplification;100;;;;;
Enceinte retour Nexo PC115;20;;;;;
Enceinte retour Nexo PS15;32;;;;;
Enceinte retour Nexo PS8;25;;;;;
Enceinte retour ingénieur son Nexo PS10;27;;;;;
Enceinte retour ingénieur son Nexo PS15;32;;;;;
Enceintes : Nexo PS8;25;;;;;
Enceintes Tannoy DVS6 blanche (x6), traitement numérique et amplification Lab gruppen IPD1200;1900;;;;;
Enceintes frontfill Nexo PS8;25;;;;;
Enceintes retour Nexo PC115;25;;;;;
Enlèvement des enceintes en place;0;;;;;
Enregistrement 24 pistes;350;;;;;
Enregistreur SSD SDI;100;;;;;
Enregistreur SSD rackable blackmagic;1035;;;;;
Enregistreur portable Zoom H6n;30;;;;;
Enregistreur/restitueur DMX 8 mémoires;40;;;;;
Enrouleur DMX 50m - 3 points;0;;;;;
Enrouleur DMX 50m;20;;;;;
Ensemble HF main avec capsule 825 XSW1 Sennheiser;207.49;;;;;
Ensemble système HF numérique main avec capsule SM58 - GLXD Advanced Shure;468.86;;;;;
Entretient et mise à jour Soundcraft Vi1;250;;;;;
Entretient et mise à jour Yamaha 01V;100;;;;;
Entretient haute technicité (heure);60;;;;;
Epanoui 63A Tetra;65;;;;;
Equa facade 2 x31;100;;;;;
Escalier 40cm - 2 marches;40;;;;;
Etiquette pour module NSB Neutrik (4 in);3.31;;;;;
Extendeur HDMI over RJ45 - 1080p - 120m;110;;;;;
Extincteur CO2;0;;;;;
FC CONSOLE SOUNDCRAFT SI IMPACT;309;;;;;
FICHE/FC/LEG - Fiches femelle simple;4.15;;;;;
FICHE/FDC - Fiches femelle double;11;;;;;
FICHE/MC/LEG - Fiches males;3.4;;;;;
FICHE/MC/LEG - Prise legrand;3.84;;;;;
FL1300 - 2x Par56 650W - Gradateur inclus;25;;;;;
FL1300;15;;;;;
FLUIDE/SF/SUPER5 - Liquide à fumée Smoke Factory - dispersion classique - bidon de 5 L;30;;;;;
FOH - Système Nexo PS15 x 2 + Sub B118 x 2 + bi-amplification stéréo;250;;;;;
FP1-SET - Set de 8 Titan Tube FP1 Astera + valise de charge + accessoires. Sans chargeurs individuels;5040.18;;;;;
Fabrication 1 journée;300;;;;;
Fabrication 2x Gobo sur mesure logo ENSEA taille A;92.66;;;;;
Fabrication main-d'oeuvre;80;;;;;
Façade : Système Nexo Alpha E (EM x 2 + B118 x 2) + amplification stéréo;320;;;;;
